Br,Cl,F,SO4,Ca,Mg,Sr,Cu,Co,Pb,Zn,Li,Na,K,Mn,Fe,Ba,cluster_true
0.08577629836778226,0.1045888889044985,0.028034040378028417,0.1194885660472229,0.03626277965656444,0.034886374383945186,0.040268892668832164,0.01517219083438495,0.03196433852122748,0.015025343413206244,0.02219030156896264,0.05268654724615227,0.1719696531338765,0.05002533840076169,0.08218225998235507,0.04669388007786696,0.06278430641433236,A
0.0638867662708654,0.13201491142481034,0.01689011837664876,0.11592915880343953,0.03762471025115169,0.04593413236309108,0.041132585698212154,0.013174550527977459,0.03177173023605455,0.02868433717097915,0.029186982344974063,0.07542914251801028,0.13121220804476594,0.06088363098664804,0.053217125982396675,0.10694463077771331,0.01608327822226153,A
0.07789299488673943,0.10871368197808891,0.017159324074235184,0.1081201336603918,0.034038994225721944,0.030829059129464587,0.07862277611403724,0.013130250754123048,0.01006972294333475,0.01743529788201774,0.009428016058416464,0.13334902454319272,0.11047874287388812,0.07090866584356945,0.09534224585033821,0.043120350255844445,0.041360718926596034,A
0.03850420134097478,0.12665708460592737,0.013176471075163145,0.24587077642384997,0.10490278719930167,0.018104445008444423,0.06436043731167715,0.010126993440541125,0.012795305304180651,0.009548241381697846,0.010561678187234547,0.04515837076438113,0.153672757971621,0.047588780390130515,0.02955967416288105,0.042448064188474514,0.026963931243518903,A
0.04113415182206945,0.15277975536710334,0.03811208593321056,0.10554718328301678,0.05089863200495556,0.05231051709484883,0.03560693883949637,0.020148615819423676,0.02749132336197251,0.019179952084224444,0.01448865781244497,0.05810320043975782,0.16644460989769178,0.03874884953357416,0.07591024019303211,0.06142684263823595,0.04166844387494145,A
0.06194459228176347,0.08644919159485903,0.017991900400856166,0.12038152655671344,0.12148618685814588,0.0483326260053375,0.024669291513778547,0.01154058436155632,0.019293214400681834,0.006760823628998339,0.02621959061395366,0.07501842421318741,0.159420694903896,0.05590209711897523,0.09278857666277478,0.04023550700670956,0.031565171877813,A
0.048340202800084366,0.10523302818947988,0.016713461241044513,0.13260095416544795,0.03584849709530563,0.12047784349707683,0.012274062770058112,0.012084891699476847,0.020165768310330394,0.01879515690886555,0.008807975241401625,0.058080738118239744,0.08891268991956826,0.052308842009074,0.1659555094323882,0.048167322161966945,0.05523305644019107,A
0.09651577340858983,0.08308804380578853,0.023611585536345212,0.12612986850196145,0.07454507785593657,0.08330383009883967,0.029501197547124294,0.010446508075536607,0.021763694759805993,0.024485965340206178,0.006117449600461338,0.04704412940980551,0.12886443851374324,0.07432916501788839,0.060529117570461366,0.08276741768624359,0.02695673727126207,A
0.055793581954591734,0.1009408816470128,0.020680086734717044,0.08663047569255802,0.03600508729743235,0.02908889189983832,0.03584855842111986,0.005258969056767907,0.020929232011998627,0.012780570550728673,0.014945420485674724,0.10288497501113647,0.18929323730134592,0.07902362399338236,0.08537879573145786,0.07818199232572264,0.04633561988451462,A
0.03689372136206999,0.06809512621730081,0.015488968666275022,0.09654486868616376,0.1741735717815481,0.1323458277903725,0.019675478234910462,0.010985231274438874,0.008519639374332257,0.013768480288350083,0.018059271046092302,0.13442133433732115,0.13996004941795512,0.04723514957981642,0.02383205368453308,0.03392145927579351,0.026079768982726403,A
0.12946728609308772,0.08276184207072008,0.012680005566184495,0.16633180181999566,0.026169894185910744,0.10046294388373642,0.033499825875457176,0.034543344343444596,0.024436937199104124,0.03177982638657773,0.025978607854034316,0.0637915864752299,0.07867385498979511,0.09311355027320907,0.019711271361525787,0.04621553690241529,0.030381884719571577,A
0.06979875128149002,0.10712425795945048,0.019636049694810587,0.06172376272959945,0.06815735431653215,0.07261599845398779,0.03942312532602217,0.01910152844237934,0.02721484609791904,0.012599132446671298,0.01416341306689461,0.04356697128571018,0.1399619514001775,0.06053350801549819,0.10545811161233345,0.10702828466981033,0.031892953200713454,A
0.09540051596844483,0.07397923396629415,0.03644047305219049,0.13396218278695918,0.10061877128987341,0.05433574217846124,0.04120850693863424,0.016833459676925223,0.018902919998580237,0.012274324851041019,0.01757543278083831,0.040914662495110776,0.08457215964364041,0.0620006428312085,0.08378823117737284,0.09744350399995393,0.029749236364471247,A
0.0386947773113626,0.17461068219553097,0.022856371667577674,0.06507519873083752,0.0649672548024823,0.025788802089852465,0.024547318490228717,0.01125089386922251,0.01500244416698407,0.024984840806286622,0.024219648032593633,0.06210300048170182,0.11439808998116296,0.03125357296380698,0.1115932157265427,0.15808556418101702,0.03056832450280942,A
0.056676219153008515,0.052075825787256294,0.02535722718006266,0.1728857742084741,0.04670892229283237,0.03778014619217409,0.03807032598957825,0.012988887112746076,0.008522117103087019,0.031191408037782226,0.00744253202877663,0.08971686209322938,0.20529293334099616,0.048245856149208156,0.03208556860213717,0.10408125416533696,0.030878140563314175,A
0.08672212279366363,0.05641102031664281,0.015878647422528525,0.052286934830437275,0.056851781717175885,0.10686743616630942,0.051383150374959496,0.01886272262018159,0.02273809888589502,0.01677380173909948,0.015846230839882996,0.08213851905270436,0.10292207670188712,0.055557798684600014,0.09734788929606755,0.12035991126283377,0.0410518572951311,A
0.04538550416564169,0.12632204298720112,0.01192585518045188,0.07341507308286677,0.05470073119541364,0.1493573829151193,0.020705319642265244,0.008192876583567906,0.02017437369814712,0.021762219322037687,0.017318230789354988,0.058828630940774534,0.09232299833630377,0.07107116026785777,0.16567020805640725,0.029419447001133536,0.03342794583545553,A
0.07487995589553592,0.09773620986994867,0.013844263509563456,0.10502652878714179,0.04370252299401852,0.10902237678795162,0.06478494367732741,0.018381334377048964,0.01402344580224885,0.022246782736421215,0.017206625692835018,0.04167487274459784,0.13359541882743703,0.054836285722371904,0.07191320027426025,0.07728788464237249,0.039837347658918984,A
0.05968366173681808,0.10765823437419929,0.017219307095739548,0.22409628444631002,0.10024741258600428,0.03793993051606884,0.03587424828093117,0.018457417317710816,0.026550673911830133,0.011385266339589275,0.013809974333630471,0.04014301019963687,0.07876536199216277,0.039468506483307554,0.07885451236350818,0.060507080140919114,0.04933911788163363,A
0.06589196599963702,0.10521777245342438,0.02294159130757375,0.09671987282851714,0.20664613196100556,0.02535367175683233,0.03711862382211066,0.018028760932062623,0.014455328914839345,0.012311966650737695,0.016751208864517936,0.08465587863459649,0.10097444984784908,0.05776426534875827,0.06728733706524073,0.046025846550777384,0.021855327061519828,A
0.0659627284615336,0.0922842786318138,0.011268746734766346,0.08581319167290889,0.04449057798674414,0.061209613178970265,0.05937538334982778,0.0182682175243077,0.023467462270210397,0.027719116801205135,0.006920178511515555,0.09901597053683803,0.16545592553749416,0.07603789684042327,0.03461654609380275,0.07472241973202148,0.053371746135616745,A
0.13941861171838402,0.051298831803754524,0.023463237263882837,0.2297859591803522,0.02164312692304673,0.015417544424571389,0.03708371017269372,0.012236415608231832,0.009862147984131901,0.026326484301113177,0.011396090565351187,0.029320232712602232,0.0905845776864986,0.0778652007770445,0.11843404182158793,0.08728472672716507,0.018579060329588226,A
0.07872664368953432,0.09017050326778864,0.01684372469830801,0.051799141995377176,0.05561268409979446,0.06441078989640439,0.06330402115558637,0.018925780305262777,0.01749577940861052,0.0200160185325379,0.021174211881680238,0.1224026630532869,0.12158207381464047,0.07652608979518156,0.052770467978068815,0.08324568794334031,0.04499371848459728,A
0.04734388955613854,0.060925843836959016,0.014188869418280011,0.03249606990852849,0.251727646960966,0.04434325372094815,0.04143327148147298,0.01673074070268254,0.01504100940977236,0.010263525462402426,0.010887382182227812,0.07445170221967298,0.14897490181115278,0.06727415463591269,0.08416370426982166,0.03814082511438611,0.04161320930867571,A
0.10571165552939525,0.12418160929569597,0.012529249605516277,0.12795829837493697,0.034795652509311104,0.038554595076654236,0.02781230377288288,0.012062252007479783,0.018575070029318273,0.03400547824685866,0.017379491827758574,0.109020403187989,0.1423318092881428,0.0573815595921567,0.03150606410517738,0.09028096570430116,0.01591354184642486,A
0.055268318386258695,0.09385155644976816,0.012232303721274497,0.09458606755312535,0.17839628272812838,0.023189868010064247,0.05358606551481361,0.013080160162295268,0.017334981785541104,0.014704431939263247,0.02402959751311029,0.04310703464198102,0.1608677853860095,0.07496571693996254,0.04518691110966262,0.053610424113562094,0.042002494045179424,A
0.08266922740483744,0.060406886719119486,0.02172042736278589,0.06160146095876287,0.1541494342397589,0.06937052459396494,0.02131559345642279,0.014469522109343595,0.016098288426367607,0.013426721770300297,0.014794896871683876,0.036052360263173246,0.11324632481881926,0.08195361904998179,0.14101209901272985,0.0693831161774315,0.028329496764516675,A
0.04095641143954474,0.0871666739544767,0.02045795501756228,0.1725271540310023,0.04766624379319578,0.04367412892341449,0.04702391339680306,0.030446908920039904,0.02784895055683245,0.02076588609922624,0.021425074109644747,0.06918531929487769,0.16523930387144567,0.04454692802457469,0.06821914682121058,0.06309877661770734,0.02975122512844127,A
0.045603720237340745,0.10113298142716706,0.011754961972516222,0.1182929380326677,0.08085468768889759,0.02577264390088592,0.03788854113241754,0.008633248784105343,0.014534978023067396,0.029163790406254875,0.011777261616369487,0.07766288616006388,0.12324126187877903,0.05175038743266653,0.14516941720924412,0.056930463871703516,0.059835830225852954,A
0.08352935744087729,0.06809908934282125,0.011680607992718924,0.07860335212819464,0.15194090095180543,0.009235884018497233,0.03454957444977277,0.007841605178291767,0.00905958054516583,0.021934133975878317,0.015860141689914484,0.12967067810397462,0.1460275561734819,0.04536237591873872,0.06717749746545701,0.09271916091786521,0.02670850370654455,A
0.12865374424070683,0.07616102524865707,0.019317329616147055,0.06814145813147794,0.056501171124222135,0.06313208174496722,0.04458820020705991,0.01868352924848429,0.04301597559131753,0.022821069509537648,0.027271016681927763,0.10397698493179552,0.13600047832929194,0.07947829344972172,0.034494128595398736,0.04660189243426818,0.03116162091501845,A
0.06689984491482033,0.07610578048791015,0.0229968165177651,0.13043538898971763,0.04095611470634245,0.12126767525510407,0.012106285901977763,0.011646484994012945,0.024221265039824757,0.015179787125842602,0.014841666375341747,0.046412871592186426,0.0975025609855715,0.06693459771842926,0.08829496958168546,0.13526649554176018,0.02893139427170781,A
0.0819055324270822,0.1045653757416283,0.017706794697412643,0.16028066608442745,0.04482729889449176,0.15580128501676968,0.03237748904180436,0.016796365408702715,0.011414914325165405,0.01762347323519087,0.01513807880594656,0.046584979901666976,0.10509224778269576,0.053129565720125095,0.05779369540304824,0.02825534993486113,0.05070688757898085,A
0.07854153415225498,0.07994123405535086,0.012592811995761012,0.11380439356145519,0.0357022967755806,0.0451419200816213,0.04608518405036586,0.017843697055699322,0.02604829155325576,0.022361145266107944,0.02162295803643324,0.11863710425127298,0.1445415164819747,0.03203976380651862,0.11368295384856586,0.0537979422855007,0.03761525274228115,A
0.044557543479251574,0.07368320866211261,0.016684286405054975,0.2735566581176952,0.040391676431773195,0.037594697843291995,0.0432985201548489,0.013449061948496061,0.014687552313126144,0.005908347791252601,0.023903721978198435,0.04480447807975942,0.1040519197334497,0.05269518253422002,0.07375845964064426,0.0793046057344816,0.0576700791523433,A
0.06723605932416736,0.10874083156855427,0.01843646161138944,0.07088827179560438,0.03187376392804647,0.07963167475052035,0.026637228729566018,0.029728100982188532,0.022232212933519856,0.016078844479291848,0.008812497395789409,0.14082736886319225,0.10584052170789614,0.08737327900095164,0.03750927628869827,0.09832757112970075,0.04982603551092304,A
0.07924538004902842,0.05900197317153235,0.009466304802195397,0.059981851296123996,0.07204239062788438,0.03508498846803577,0.08909102001778595,0.009174638862587776,0.02391472253987177,0.021185847701239185,0.03379910252133017,0.06961992211648531,0.16976293568874082,0.08293802104182178,0.0935926641752427,0.07418535533528789,0.01791288158480642,A
0.11224355857634287,0.046285870425282594,0.016143763109542776,0.07023650674262631,0.03432377666433099,0.059080291388961134,0.023682463220937457,0.009644843690518287,0.014940253235691236,0.009369096027596934,0.014343836738846828,0.11375591755219555,0.12923651595222302,0.061946934550452686,0.19952385855705565,0.058505858724906,0.026736654842489587,A
0.08546128604321795,0.06175892344236046,0.015507686491663005,0.09828025620901246,0.06349033628511833,0.07906452804757298,0.06006004206993195,0.013056867736799874,0.012147336121905885,0.017551606599995676,0.019703812324914236,0.08001296457890583,0.1553185677042351,0.05073510981416172,0.08623786859207742,0.07488032746975913,0.026732480468368045,A
0.04369595229385477,0.08975580226019363,0.024320836317118785,0.13484706167447796,0.025762865860068766,0.12379555679649171,0.05438393055625501,0.008374538825980857,0.014973097849174537,0.0164558830699543,0.031860605348245384,0.06855753634310682,0.12814133881611073,0.04464589269761977,0.07776664864347411,0.06451751880957089,0.04814493383830209,A
0.08449466434247015,0.09289016994939868,0.028839374663358407,0.0888044509281976,0.06705967804745978,0.046850531570754805,0.02668071836243129,0.01263806180769759,0.011479674473735085,0.030242405045043597,0.009567628047737581,0.049367694461714295,0.13830628119144397,0.06417688487730927,0.11497635536639231,0.12195418357150618,0.011671243293349383,A
0.054988584269092526,0.1279066887446526,0.02006803049042423,0.10325340560542337,0.07835704596211637,0.0380520236554722,0.07738662510608461,0.022776893598071786,0.010261814067584798,0.024297328528345936,0.01077665387554337,0.045823422384573986,0.12476073571867931,0.0369983743096362,0.06448887638060395,0.07990457212510504,0.07989892517858972,A
0.06346808082215484,0.12958924115667694,0.01712671128588592,0.06007154108364209,0.018635428553107528,0.03293435583980335,0.022748233625484338,0.01532768255297111,0.018073279908690173,0.013943085018605713,0.016541732614047167,0.08085299201891784,0.15676346199551783,0.11869235998073148,0.08360246711133737,0.10539530504265461,0.04623404138977184,A
0.1012700711648898,0.08219915256218553,0.01269442133386508,0.2203027433601601,0.07351976976461465,0.03236223615059453,0.06234587376433704,0.01588540505833432,0.013287402539461956,0.015071195207904637,0.012930889657253142,0.06695247256819356,0.10204606201091596,0.06970503595616266,0.04156705134443931,0.04004653059204024,0.037813686964647535,A
0.10866173351587481,0.07890411668046465,0.03473847375728502,0.09320154477379183,0.11132360063715484,0.04209599268109362,0.05891708076329367,0.007938894068760522,0.021087083820985935,0.014101213525700498,0.03213078214315416,0.04644715999861869,0.1240455615853029,0.044774796133781845,0.07316841936766645,0.05660773707888634,0.05185580946818424,A
0.10521554397828445,0.0536503102726868,0.016465454647173035,0.17108267410824926,0.02599006597106393,0.060577182894402,0.02574367314084174,0.010349667928295395,0.029323740981161785,0.012217082871906287,0.011482109870791969,0.0555479401318202,0.1333185112994177,0.04470491379927276,0.11008146761981577,0.0510735128772982,0.08317614760751883,A
0.052986708529312955,0.08131437819851238,0.01660837184922137,0.11875835307356947,0.1497955764628811,0.08595972603644748,0.07384444299503257,0.01165400102641148,0.013114346876900336,0.01617938826040938,0.013243533520689727,0.06262464688409852,0.12247190405140743,0.05340182102305955,0.04415459651139705,0.0367055298594658,0.04718267484118344,A
0.07494615050780509,0.08351208544057752,0.018787979680210277,0.1438586790698244,0.08079105212653444,0.035112157652279145,0.03716738225213794,0.013644940233723042,0.020826300039706612,0.012643484019743804,0.020536636252907928,0.02963515053910613,0.07477708705467984,0.05847528791349205,0.15644472041404156,0.08314091212690473,0.05569999467632553,A
0.08340946736944192,0.09186718310978509,0.017299573987667276,0.1311235604362874,0.035454469872607544,0.11992536480849905,0.0419133026667404,0.022285003556303747,0.019908175810408896,0.009384039437784824,0.010078421342686276,0.07184591051284055,0.1263939144237353,0.07566430982483831,0.06314309095402217,0.04571532446215466,0.03458888742419667,A
0.10820884565928875,0.058145744081349336,0.015651033317802845,0.12368021770789822,0.05247745340943078,0.04172793899999353,0.041430030176655426,0.016725282376514557,0.019739979064610398,0.01897134256756293,0.013951301206623197,0.04052652002285658,0.23453489361942095,0.05738425232829898,0.04251939434251675,0.08322493313243254,0.031100837986744095,A
0.0677313353544389,0.1116040377352205,0.015411593054462332,0.1527160025354022,0.08496290687446185,0.05429315974241891,0.03809428432963828,0.009608378144374884,0.018870516513035767,0.021306889214219003,0.020784342286017873,0.04234649532843439,0.12141407893901339,0.048799940927035934,0.12224590886517836,0.03933531998330536,0.030474810173342182,A
0.06331876151124038,0.1391483780092568,0.012914976202374471,0.17893480674097223,0.05288123241383676,0.029198526883165037,0.05079761490857101,0.013750114861707978,0.02048142204655185,0.009981356095646562,0.013320458740952452,0.02843177982421416,0.0903799216355054,0.08908379751156596,0.05346611818971114,0.13188964796848765,0.022021086456240367,A
0.05581680905995772,0.09193713165461348,0.019197557745648904,0.12939498637046407,0.08893116528558459,0.01359993339218581,0.06415829644489968,0.019373337220111104,0.023511945998077266,0.025097072944118552,0.018676280713440442,0.034710840764116645,0.16023053455284902,0.06532674676876445,0.11493497055676632,0.04544226967341994,0.02966012085498204,A
0.052773941301054665,0.11051871480741793,0.016142777745273076,0.16385830514435984,0.03631010316690665,0.09702099713304532,0.017641149201457564,0.024546267302089562,0.011581803626725225,0.01335470945608873,0.015375377059258778,0.040541298933836414,0.15419432316386492,0.07945192210614033,0.0665944250724225,0.0778007717772234,0.02229311300283494,A
0.09709255057510045,0.10217754332349226,0.012639168325116327,0.09053952332102341,0.05752794436556166,0.07316818260072647,0.06687494920955775,0.0241158813084241,0.022160618010468817,0.01567270116320045,0.00854089839394086,0.043252106666400385,0.16541787927207824,0.04330146083898004,0.06160489012462183,0.085334939635482,0.030578762865824977,A
0.12755641445105295,0.06979584863380656,0.017081427974005157,0.2056388200680064,0.023519597821320834,0.041983059317077645,0.016035687826946924,0.00902523953248613,0.023593684174732087,0.020784350560663644,0.018815857646454603,0.13260388508474813,0.08382256764072284,0.06125205561463465,0.08587071264464174,0.04563808231593332,0.016982708692766402,A
0.07570676013176753,0.09418948012786584,0.016105782056650187,0.07499904316592813,0.053997398522131784,0.054372903754909274,0.06484142078966508,0.010291604874993615,0.01281167756802265,0.015521504986222229,0.03508047596347191,0.05169285838772631,0.1599858833804809,0.06337088342860019,0.08154214763702428,0.09770041711781939,0.037789758106720625,A
0.10838173329260112,0.08058264984737855,0.02541766234198255,0.24098064523647386,0.031246326544888525,0.0662748132396645,0.06328187618758246,0.008014202338490078,0.016435136914818925,0.017569119172014213,0.01630720534592405,0.06377405499335288,0.1427897147803075,0.030488562581586772,0.02420309489871419,0.032125644481269186,0.032127557802950825,A
0.09468091110983744,0.09415368905202927,0.008252919818337553,0.10839468129988615,0.03903817572395948,0.021505968117905554,0.023579431431934014,0.013629683900433643,0.024027273831021174,0.013454130241624248,0.020004627954762346,0.07873206866036103,0.12943955773435947,0.11110109257581194,0.042318998721809865,0.13864501910960678,0.039041770716320125,A
0.06272953415412974,0.06586955613800567,0.025136785557045006,0.05359698018505877,0.12628435915401784,0.039624541902477564,0.0328342813842523,0.017875367136895606,0.016662401098043064,0.015154441303592748,0.02390217310655217,0.07005680074353923,0.14818870169710155,0.08859483994303291,0.11693114649968936,0.0669505917109552,0.029607498285611194,A
0.07996785402558955,0.07723637746565076,0.022441053899869827,0.09959567047234812,0.09867706606347154,0.07471084742708267,0.019770959176911084,0.01876512874871807,0.023718556255313706,0.012867731129916186,0.009293677111190907,0.05493161800852785,0.1553846617798283,0.04550889913391811,0.05861544290028554,0.04205005872849309,0.10646439767288471,A
0.14444652002324848,0.1053084881721911,0.009352817540094694,0.07497606131184979,0.08336075052303073,0.024658484866550947,0.03482147150100072,0.013836559100307557,0.04484641744249866,0.011693853597251136,0.03442216099962807,0.03962963525403279,0.1672332129257011,0.04155483110726616,0.054370898540831346,0.055042401391262145,0.06044543570325466,A
0.0758613516304272,0.1519718357100552,0.015493669032244719,0.15815246619786338,0.029602242256652762,0.061520627709053415,0.03276040518148577,0.012370303977585264,0.012538994594639913,0.014476521119766765,0.018618752797805158,0.11257377544986688,0.09004701974860954,0.06327600904740611,0.035302393336780535,0.0944147587738819,0.021018873435875426,A
0.13999951259136847,0.12144843983579054,0.014944587871195375,0.07292776926149291,0.04587573871252994,0.022238664008402416,0.05490540222849798,0.014533911974986097,0.0096153774777444,0.00813628883715958,0.032089351252696324,0.1263000134997183,0.1578790028361343,0.05692819794630461,0.03948470248954078,0.04576656638086026,0.036926472795577814,A
0.02830912913977178,0.2111049412460798,0.011808609337293878,0.0871813700699666,0.12383388107512958,0.07158892392177112,0.07718744017567031,0.010559492496272508,0.020340415475829755,0.013391509407880245,0.013435079783085549,0.03371756442247701,0.13053949141627877,0.06653865541909701,0.026580638072362068,0.04544048891821187,0.028442369622822143,A
0.11944063177071358,0.06990375838021644,0.015191156276759035,0.0451183065989606,0.06934462158415403,0.0564115289447513,0.0857898195595378,0.03622950816941435,0.025602332047891224,0.01548866155345596,0.03969730137452691,0.04673283415950374,0.14488215245995206,0.06745978616101524,0.07395213662379277,0.06300979195146954,0.025745672383885553,A
0.08026113430580184,0.12143691684454465,0.012395009311218723,0.083455496248218,0.23091839837458,0.019715154042992636,0.029060581173931836,0.007443954745880722,0.015770169052489704,0.014125684970396188,0.023583064958718838,0.05674358063409128,0.13063742889587643,0.06684249073198523,0.05200021639649046,0.035233087044075614,0.0203776322687076,A
0.06799149104144477,0.09113321235053859,0.028923853601652845,0.030785562881524963,0.07187842926022639,0.10331980888256315,0.03427357225212819,0.015072648404056607,0.0305782744381503,0.014046686440638473,0.02133185595385147,0.04265610424409677,0.12077298291847373,0.08763471554441733,0.042763783321581116,0.1559066545303098,0.040930363934345695,A
0.07901345427383123,0.2021146292334602,0.02250229609251754,0.046570273174773386,0.06331633194680215,0.032856805372291326,0.01630048298744627,0.03126053134056371,0.009948994738167795,0.015002369490673977,0.01866263910130952,0.07634786408774547,0.17954503785884715,0.06690975667284264,0.06660982718769358,0.04697974441905358,0.026058962021980436,A
0.03898012986231566,0.0690451250645172,0.028206321512263023,0.17042356881928755,0.05312298583884789,0.03558513979472981,0.02864974544636253,0.01581248043618489,0.025412648960477034,0.021112308226029594,0.0174382861806839,0.052813704421049,0.1387903059078124,0.04667379824273539,0.09369688149173262,0.10711338909320486,0.05712318070176649,A
0.05821967970197559,0.05020945999468008,0.017612234650552054,0.1271022996481488,0.051019950106603415,0.048059206053227256,0.05113749617586799,0.010762593722098184,0.01113115422230642,0.018208691254978347,0.022926761559853997,0.12373158954751835,0.07490557747791352,0.0708709804873497,0.16380736897270262,0.05779066363063027,0.0425042927935934,A
0.08438535431899466,0.06361134104303141,0.011632853573020368,0.12215339753984056,0.04945518614369823,0.09768336130168036,0.0814785864425517,0.011583372467073303,0.032469461238906275,0.01138894035461935,0.01726519765103764,0.09642526657274575,0.10717787893477976,0.08865329495477006,0.03108132390045326,0.03660854948709988,0.05694663407569722,A
0.13633006848761997,0.035671891008603726,0.014390456182959487,0.0628300354165463,0.08552309938341468,0.027506661460914676,0.020221509522523294,0.012829723520780423,0.03737221234846825,0.009418171481592606,0.007668288284258641,0.06728591405457489,0.1313059001508656,0.1439604086757489,0.12195008520114124,0.061617378364650005,0.024118196455337252,A
0.05891457671642914,0.0649160321122937,0.018731544946193935,0.09553961246833972,0.09533700352046649,0.05042083788397,0.026766858529196857,0.022932062022541,0.011902327803023088,0.009646342856343887,0.01034519380421847,0.08949574973227142,0.1728045289260844,0.03833442892076797,0.10669213137857303,0.0878295513239383,0.039391217055348746,A
0.0630817529258418,0.07110629905414369,0.013479778170179285,0.11745176307256304,0.04029531928743912,0.07557449752851128,0.04271824504149322,0.006573748562616626,0.015611473698944351,0.01448259847165427,0.01805622843522908,0.11107316869037485,0.17221735954575346,0.06945600952839358,0.05342520413221953,0.06495523395581686,0.05044131989882611,A
0.0729671783054508,0.1046760203671894,0.024645937368629144,0.06745968772787245,0.029724534228079726,0.09061102637664573,0.05094736926279883,0.030086784606931902,0.028065686243104276,0.015641756204376918,0.022526944779690618,0.058272690320639864,0.11392632432295291,0.03537774443889033,0.08932938762721505,0.13259097560360658,0.033149952215925614,A
0.09539984291426576,0.0838155436257432,0.013733230301257743,0.18935342372640263,0.01628416007687673,0.0492929474931046,0.02191375068205009,0.006836891872738421,0.01264249583914231,0.009815057227149157,0.014429586101953575,0.03907290214483817,0.22986060495418748,0.05785042682148618,0.04761269655897224,0.09025813946841728,0.02182830019141442,A
0.0750356595078004,0.15399672754305926,0.01311841245797904,0.13770919265406756,0.06610588752947794,0.03538352489390938,0.04038641794704325,0.010802764624126352,0.014415420902779518,0.007909118632282131,0.023904132040040705,0.055574265421101575,0.11743624728922047,0.0413471265172139,0.06532059042284606,0.08527833566555706,0.05627617595149554,A
0.05904975553953394,0.11797279175449928,0.02015742032030696,0.08821723899192824,0.027889897334548327,0.02977682337623844,0.028598801481796093,0.011229976949128593,0.016451881580592742,0.012278332864250986,0.0074621512102901,0.08434697400304525,0.17642603187139666,0.09628554682986286,0.14044978053360413,0.04748700516392941,0.035919590195048104,A
